date,open,high,low,close,volume,trading_value_billion,market_pe,daily_change_pts,daily_change_pct,volume_ma20,value_ma20
2023-11-22,1062.33,1067.02,1056.99,1061.16,1073458818,28537.98,12.3,6.89,0.65,906403634.0,22700.34
2023-11-23,1059.53,1066.8,1056.16,1061.37,935094658,21961.97,12.19,0.21,0.02,909837703.0,22654.16
2023-11-24,1060.22,1069.06,1049.48,1058.45,935489054,23802.85,12.05,-2.92,-0.28,914939072.0,22786.06
2023-11-27,1078.53,1082.76,1067.21,1076.52,1037785439,26373.9,12.82,18.07,1.71,914209800.0,22659.82
2023-11-28,1069.31,1073.09,1065.75,1068.78,827995663,22606.07,12.43,-7.74,-0.72,907054662.0,22531.23
2023-11-29,1059.63,1065.59,1044.17,1054.17,974627952,22110.91,12.08,-14.61,-1.37,912281626.0,22618.04
2023-11-30,1071.78,1076.2,1057.29,1068.81,939818844,25746.74,12.22,14.64,1.39,916966727.0,22888.78
2023-12-01,1064.65,1073.7,1057.96,1065.12,876912077,22966.23,12.23,-3.69,-0.35,915887440.0,22816.06
2023-12-04,1076.23,1081.7,1069.65,1075.63,1044248052,27364.42,12.46,10.51,0.99,921268580.0,22928.95
2023-12-05,1065.69,1077.14,1061.55,1067.21,932278986,24853.0,12.53,-8.42,-0.78,926282466.0,23253.72
2023-12-06,1069.12,1079.14,1060.27,1072.75,1133451462,30710.99,12.49,5.54,0.52,944456666.0,23787.91
2023-12-07,1078.65,1081.29,1074.08,1077.96,883663320,20895.7,12.61,5.21,0.49,946927299.0,23844.74
2023-12-08,1080.74,1088.83,1076.82,1081.65,901128895,19895.79,12.74,3.69,0.34,952632731.0,23847.8
2023-12-11,1066.64,1081.51,1060.69,1070.79,1006279641,25782.87,12.54,-10.86,-1.0,960551314.0,24103.86
2023-12-12,1073.25,1088.59,1068.05,1077.54,874682902,21203.61,12.54,6.75,0.63,957207145.0,23963.4
2023-12-13,1075.38,1082.38,1072.84,1078.28,786656937,17639.01,12.59,0.74,0.07,945690272.0,23624.69
2023-12-14,1074.64,1087.19,1070.89,1078.81,922871831,21802.01,12.46,0.53,0.05,944927662.0,23675.75
2023-12-15,1096.57,1099.03,1088.89,1094.95,999567435,23757.95,12.81,16.14,1.5,948080289.0,23792.27
2023-12-18,1090.98,1093.67,1081.04,1088.42,798200870,20404.41,12.91,-6.53,-0.6,941106511.0,23551.96
2023-12-19,1080.4,1085.44,1075.94,1080.08,1071499716,23995.99,12.77,-8.34,-0.77,947785628.0,23620.62
2023-12-20,1096.45,1101.35,1085.36,1094.83,943212658,23449.15,13.05,14.75,1.37,941273320.0,23366.18
2023-12-21,1104.55,1108.92,1100.22,1103.74,865342731,22033.85,12.93,8.91,0.81,937785723.0,23369.77
2023-12-22,1097.27,1103.24,1095.78,1098.91,867268349,20397.23,12.91,-4.83,-0.44,934374688.0,23199.49
2023-12-25,1078.07,1090.82,1074.84,1085.31,979629240,23255.89,12.55,-13.6,-1.24,931466878.0,23043.59
2023-12-26,1094.8,1096.81,1089.98,1093.26,991891145,26687.13,12.71,7.95,0.73,939661652.0,23247.64
2023-12-27,1110.74,1113.86,1099.76,1105.51,926825028,22907.39,12.94,12.25,1.12,937271506.0,23287.47
2023-12-28,1091.21,1102.06,1088.45,1095.42,943101284,24204.81,12.73,-10.09,-0.91,937435628.0,23210.37
2023-12-29,1106.51,1116.3,1090.42,1104.1,847467267,22288.42,12.95,8.68,0.79,935963387.0,23176.48
2024-01-01,1110.26,1113.0,1100.86,1107.87,665672299,16320.52,13.07,3.77,0.34,917034600.0,22624.29
2024-01-02,1097.15,1103.71,1095.18,1099.45,851250370,22576.85,13.14,-8.42,-0.76,912983169.0,22510.48
2024-01-03,1104.56,1113.71,1095.99,1106.45,860752265,22145.41,13.1,7.0,0.64,899348209.0,22082.2
2024-01-04,1090.71,1095.57,1083.7,1089.17,807957089,20640.54,12.91,-17.28,-1.56,895562898.0,22069.44
2024-01-05,1108.24,1111.36,1099.62,1104.29,802046112,17901.27,12.79,15.12,1.39,890608758.0,21969.72
2024-01-08,1112.62,1114.84,1107.42,1110.74,848695445,20971.91,12.97,6.45,0.58,882729549.0,21729.17
2024-01-09,1102.66,1112.89,1100.01,1106.6,904557105,22482.48,13.04,-4.14,-0.37,884223259.0,21793.11
2024-01-10,1127.01,1132.63,1115.91,1125.71,890995066,20217.15,13.38,19.11,1.73,889440165.0,21922.02
2024-01-11,1107.25,1113.25,1105.01,1109.18,928672447,23076.38,12.98,-16.53,-1.47,889730196.0,21985.74
2024-01-12,1116.73,1122.13,1113.42,1116.96,857560875,22861.57,13.23,7.78,0.7,882629868.0,21940.92
2024-01-15,1123.84,1126.7,1118.07,1122.23,656571286,15538.44,13.18,5.27,0.47,875548389.0,21697.62
2024-01-16,1131.86,1134.88,1128.95,1131.94,818355344,18264.17,13.73,9.71,0.87,862891170.0,21411.03
2024-01-17,1124.77,1130.07,1104.22,1116.53,869272100,19485.45,13.22,-15.41,-1.36,859194142.0,21212.84
2024-01-18,1132.07,1138.6,1129.48,1133.97,922632698,23232.48,13.6,17.44,1.56,862058641.0,21272.77
2024-01-19,1128.51,1134.23,1124.15,1128.9,720218260,17212.18,13.56,-5.07,-0.45,854706136.0,21113.52
2024-01-22,1128.29,1133.03,1115.22,1124.8,781879444,17834.8,13.38,-4.1,-0.36,844818646.0,20842.47
2024-01-23,1134.05,1138.95,1132.14,1135.31,804079926,18759.52,13.63,10.51,0.93,835428086.0,20446.09
2024-01-24,1135.48,1143.34,1130.97,1135.57,780146648,19508.48,13.75,0.26,0.02,828094166.0,20276.14
2024-01-25,1132.04,1136.74,1127.91,1132.62,823884405,19221.94,13.55,-2.95,-0.26,822133323.0,20027.0
2024-01-26,1141.89,1146.23,1124.84,1138.47,653640720,15951.11,13.67,5.85,0.52,812441995.0,19710.13
2024-01-29,1139.8,1142.6,1129.37,1137.57,818787546,22101.9,13.49,-0.9,-0.08,820097758.0,19999.2
2024-01-30,1150.87,1155.93,1132.23,1142.39,716944494,17653.29,13.74,4.82,0.42,813382464.0,19753.02
2024-01-31,1147.84,1154.26,1138.21,1147.5,780188194,20475.22,13.57,5.11,0.45,809354260.0,19669.51
2024-02-01,1154.14,1159.12,1150.62,1154.86,654922466,15566.97,13.97,7.36,0.64,801702529.0,19415.84
2024-02-02,1141.25,1150.67,1133.31,1139.72,746709018,19148.15,13.55,-15.14,-1.31,798935674.0,19478.18
2024-02-05,1163.38,1165.17,1157.96,1161.74,689674865,16661.52,14.2,22.02,1.93,790984645.0,19262.66
2024-02-06,1139.97,1150.43,1127.37,1139.01,830326484,19413.45,13.52,-22.73,-1.96,787273114.0,19109.21
2024-02-07,1148.47,1158.08,1143.43,1151.59,729473387,16934.5,13.68,12.58,1.1,779197030.0,18945.08
2024-02-08,1158.68,1160.06,1155.14,1157.79,598497571,15076.45,14.23,6.2,0.54,762688287.0,18545.08
2024-02-09,1157.73,1166.03,1151.92,1157.7,700005012,18404.54,14.07,-0.09,-0.01,754810493.0,18322.23
2024-02-12,1155.41,1160.66,1148.88,1154.02,664532945,17744.8,13.71,-3.68,-0.32,755208576.0,18432.55
2024-02-13,1159.91,1161.4,1155.07,1158.23,493755536,13064.69,13.97,4.21,0.36,738978586.0,18172.57
2024-02-14,1159.99,1166.28,1147.64,1158.24,619473570,16612.64,14.0,0.01,0.0,726488659.0,18028.93
2024-02-15,1155.47,1165.28,1152.66,1159.36,717077608,15775.75,13.89,1.12,0.1,716210905.0,17656.1
2024-02-16,1173.77,1176.02,1165.59,1169.68,624425511,14781.2,13.98,10.32,0.89,711421268.0,17534.55
2024-02-19,1169.48,1171.41,1162.63,1168.39,731054036,19066.2,13.94,-1.29,-0.11,708879997.0,17596.12
2024-02-20,1162.42,1172.5,1155.84,1163.74,739630929,17010.68,14.12,-4.65,-0.4,705657547.0,17508.67
2024-02-21,1179.52,1182.66,1167.64,1174.93,616669681,15569.99,14.44,11.19,0.96,697483699.0,17311.75
2024-02-22,1173.28,1178.39,1164.75,1173.0,696917193,17569.81,14.11,-1.93,-0.16,691135338.0,17229.14
2024-02-23,1177.67,1184.15,1169.39,1177.63,736772619,19284.68,14.12,4.63,0.39,695291933.0,17395.82
2024-02-26,1177.49,1182.14,1174.1,1178.11,733404358,17997.33,14.43,0.48,0.04,691022774.0,17190.59
2024-02-27,1175.76,1182.23,1159.35,1170.92,708311017,16343.44,14.07,-7.19,-0.61,690591100.0,17125.1
2024-02-28,1175.4,1179.07,1166.25,1174.07,720320008,18073.84,14.35,3.15,0.27,687597691.0,17005.03
2024-02-29,1180.03,1193.43,1174.34,1183.44,685901160,16539.79,14.5,9.37,0.8,689146625.0,17053.67
2024-03-01,1186.0,1188.44,1181.98,1184.12,620162750,14445.05,14.45,0.68,0.06,682819312.0,16818.52
2024-03-04,1187.97,1192.12,1173.22,1181.81,620417544,16100.76,14.25,-2.31,-0.2,679356446.0,16790.48
2024-03-05,1182.43,1191.18,1172.5,1184.09,535152373,14320.21,14.34,2.28,0.19,664597740.0,16535.82
2024-03-06,1194.17,1196.22,1188.82,1192.49,694819973,16243.2,14.62,8.4,0.71,662865070.0,16501.25
2024-03-07,1186.25,1190.82,1172.99,1182.68,610921677,14406.74,14.27,-9.81,-0.82,663486275.0,16467.77
2024-03-08,1189.27,1195.73,1184.95,1190.9,550478442,12317.47,14.73,8.22,0.7,656009946.0,16163.41
2024-03-11,1189.02,1195.16,1179.37,1187.77,561883810,13516.99,14.43,-3.13,-0.26,650877490.0,15952.02
2024-03-12,1190.67,1200.1,1177.69,1189.01,563495251,14724.23,14.27,1.24,0.1,654364476.0,16035.0
2024-03-13,1197.96,1201.52,1194.93,1198.22,482000684,13177.28,14.64,9.21,0.77,647490831.0,15863.23
2024-03-14,1198.4,1201.63,1193.07,1197.87,436739677,10563.36,14.49,-0.35,-0.03,633473935.0,15602.61
2024-03-15,1197.25,1203.03,1193.99,1199.06,656663183,17944.61,14.45,1.19,0.1,635085818.0,15760.78
2024-03-18,1206.01,1208.35,1198.15,1203.25,533593835,13497.12,14.68,4.19,0.35,625212808.0,15482.33
2024-03-19,1193.54,1205.34,1190.42,1196.75,669253759,16968.96,14.76,-6.5,-0.54,621693950.0,15480.24
2024-03-20,1203.49,1206.41,1195.99,1201.89,615107025,14217.88,14.75,5.14,0.43,621615817.0,15412.64
2024-03-21,1196.22,1205.7,1188.62,1197.1,571618263,13371.33,14.57,-4.79,-0.4,615350870.0,15202.71
2024-03-22,1206.42,1210.78,1196.06,1202.03,610613389,16714.65,14.54,4.93,0.41,609042909.0,15074.21
2024-03-25,1198.22,1202.87,1196.62,1200.4,588302217,14346.99,14.7,-1.63,-0.14,601787802.0,14891.69
2024-03-26,1199.08,1207.68,1196.86,1202.84,700687560,17872.64,14.92,2.44,0.2,601406629.0,14968.16
2024-03-27,1206.4,1212.67,1203.45,1206.87,587407640,12967.38,14.87,4.03,0.34,594761011.0,14712.83
2024-03-28,1198.07,1203.32,1195.26,1199.4,551463447,14354.61,14.54,-7.47,-0.62,588039125.0,14603.57
2024-03-29,1223.3,1226.45,1212.71,1217.85,587847172,15593.48,15.04,18.45,1.54,586423346.0,14660.99
2024-04-01,1202.79,1210.48,1192.59,1200.22,623345239,15501.33,14.8,-17.63,-1.45,586569731.0,14631.02
2024-04-02,1199.53,1203.27,1194.95,1199.9,415202916,9975.86,14.7,-0.32,-0.03,580572258.0,14413.81
2024-04-03,1213.96,1225.92,1203.24,1215.03,444570953,11505.51,15.03,15.13,1.26,568059807.0,14176.92
2024-04-04,1216.62,1219.73,1206.67,1213.7,512588664,11338.73,14.63,-1.33,-0.11,563143156.0,14023.52
2024-04-05,1214.41,1218.94,1209.97,1213.53,510937442,13081.76,15.11,-0.17,-0.01,561166106.0,14061.74
2024-04-08,1212.41,1218.13,1210.58,1214.36,593499911,15935.06,14.75,0.83,0.07,562746911.0,14182.64
2024-04-09,1211.19,1221.66,1204.95,1211.3,463189916,11502.18,14.73,-3.06,-0.25,557731645.0,14021.54
2024-04-10,1209.23,1213.04,1200.46,1206.74,496696905,13423.65,14.93,-4.56,-0.38,558466456.0,14033.85
2024-04-11,1213.24,1222.01,1204.35,1213.29,532121229,13326.2,14.76,6.55,0.54,563235533.0,14172.0
2024-04-12,1209.19,1214.69,1200.72,1209.46,565074903,14757.47,14.85,-3.83,-0.32,558656119.0,14012.64
2024-04-15,1222.36,1226.97,1215.32,1220.04,596335767,13872.43,14.87,10.58,0.87,561793216.0,14031.41
2024-04-16,1214.92,1216.97,1211.41,1213.93,561888522,12860.22,15.16,-6.11,-0.5,556424954.0,13825.97
2024-04-17,1211.48,1212.88,1207.6,1210.46,497398065,11230.95,14.65,-3.47,-0.29,550539506.0,13676.62
2024-04-18,1212.33,1218.96,1208.81,1214.05,543939411,12667.33,14.82,3.59,0.3,549155563.0,13641.42
2024-04-19,1220.03,1225.51,1213.74,1218.99,430425545,10749.87,14.71,4.94,0.41,540146171.0,13343.18
2024-04-22,1215.32,1223.15,1207.49,1213.64,640414397,16313.15,14.86,-5.35,-0.44,542751780.0,13441.49
2024-04-23,1208.35,1217.54,1204.94,1212.57,489672368,12636.68,14.82,-1.07,-0.09,532201021.0,13179.69
2024-04-24,1216.63,1223.74,1213.25,1219.41,400000000,8839.87,15.04,6.84,0.56,522830639.0,12973.32
2024-04-25,1218.99,1225.8,1211.1,1219.84,683268473,15983.7,15.15,0.43,0.04,529420890.0,13054.77
2024-04-26,1217.42,1219.6,1212.3,1215.71,597774582,14745.92,14.98,-4.13,-0.34,529917260.0,13012.39
2024-04-29,1214.69,1223.19,1210.87,1216.29,507782308,12254.33,14.93,0.58,0.05,524139114.0,12850.04
2024-04-30,1218.4,1232.62,1213.9,1220.84,552853389,13810.1,15.16,4.55,0.37,531021638.0,13041.76
2024-05-01,1204.16,1217.84,1199.73,1211.06,674234580,16440.6,14.78,-9.78,-0.8,542504819.0,13288.51
2024-05-02,1209.19,1222.42,1202.62,1211.57,481393892,10772.6,14.64,0.51,0.04,540945080.0,13260.2
2024-05-03,1216.55,1221.68,1209.05,1215.95,637556040,15723.37,14.77,4.38,0.36,547276010.0,13392.28
2024-05-06,1219.46,1223.25,1215.21,1219.19,701041345,18321.44,15.06,3.24,0.27,552653082.0,13511.6
2024-05-07,1225.43,1231.64,1216.02,1222.52,705641028,16183.42,15.16,3.33,0.27,564775637.0,13745.66
2024-05-08,1232.76,1235.71,1224.13,1229.67,640915888,16405.99,15.39,7.15,0.58,571986587.0,13894.78
2024-05-09,1221.61,1236.28,1215.5,1226.09,746748957,17541.27,15.08,-3.58,-0.29,582717973.0,14105.54
2024-05-10,1218.89,1224.11,1216.33,1220.09,674621853,16723.09,14.99,-6.0,-0.49,588195320.0,14203.82
2024-05-13,1219.33,1224.11,1215.72,1221.01,652158350,17203.5,15.18,0.92,0.08,590986450.0,14370.37
2024-05-14,1218.7,1221.12,1210.91,1215.16,502413506,11797.83,15.09,-5.85,-0.48,588012699.0,14317.25
2024-05-15,1222.45,1226.4,1217.47,1221.09,689055691,18247.69,14.84,5.93,0.49,597595580.0,14668.09
2024-05-16,1217.14,1230.05,1212.77,1219.47,550418631,13418.05,15.21,-1.62,-0.13,597919541.0,14705.62
2024-05-17,1224.56,1225.94,1220.88,1223.11,659652755,14653.78,14.83,3.64,0.3,609380902.0,14900.82
2024-05-20,1218.43,1223.08,1205.68,1216.15,690779654,18981.84,14.9,-6.96,-0.57,611899164.0,15034.25
2024-05-21,1227.13,1235.74,1216.78,1224.16,703228510,18789.65,15.17,8.01,0.66,622576972.0,15341.9
2024-05-22,1230.13,1238.45,1223.42,1230.13,745553445,18723.82,15.09,5.97,0.49,639854644.0,15836.1
2024-05-23,1217.99,1226.3,1215.8,1220.16,703932457,18437.87,15.21,-9.97,-0.81,640887843.0,15958.81
2024-05-24,1223.68,1227.51,1219.22,1223.07,737411344,18603.52,15.11,2.91,0.24,647869681.0,16151.69
2024-05-27,1224.63,1234.83,1215.76,1224.63,600599774,13969.24,15.32,1.56,0.13,652510554.0,16237.43
2024-05-28,1215.99,1227.88,1207.89,1217.89,554506464,15235.6,14.99,-6.74,-0.55,652593208.0,16308.71
2024-05-29,1223.92,1232.87,1208.75,1221.42,630965667,15459.42,15.05,3.53,0.29,650429763.0,16259.65
2024-05-30,1225.23,1229.1,1212.63,1219.92,684727386,17665.87,14.81,-1.5,-0.12,660596437.0,16604.31
2024-05-31,1218.06,1229.35,1213.36,1220.17,789422488,18146.03,15.26,0.25,0.02,668189760.0,16725.45
2024-06-03,1217.5,1222.67,1205.3,1214.66,739199962,19106.85,15.11,-5.51,-0.45,670097690.0,16764.72
2024-06-04,1219.11,1230.55,1206.63,1219.15,501448440,11455.74,14.95,4.49,0.37,659888061.0,16528.33
2024-06-05,1220.64,1227.75,1211.95,1221.67,571198915,12729.71,15.2,2.52,0.21,656402212.0,16344.52
2024-06-06,1227.87,1230.33,1224.69,1227.06,626429938,16754.8,15.22,5.39,0.44,650386262.0,16305.2
2024-06-07,1219.36,1231.1,1212.41,1223.75,746563276,18333.77,15.08,-3.31,-0.27,653983333.0,16385.73
2024-06-10,1225.85,1236.72,1222.41,1230.54,713623477,15978.52,15.08,6.79,0.55,657056589.0,16324.48
2024-06-11,1211.03,1216.4,1207.99,1212.63,600558559,15849.11,14.81,-17.91,-1.46,661963842.0,16527.04
2024-06-12,1220.17,1226.78,1217.63,1222.06,681794060,17526.86,14.85,9.43,0.78,661600760.0,16491.0
2024-06-13,1215.08,1220.38,1212.93,1217.51,820553877,18751.37,14.91,-4.55,-0.37,675107522.0,16757.67
2024-06-14,1229.65,1232.91,1225.85,1229.11,727954235,18339.97,15.21,11.6,0.95,678522596.0,16941.98
2024-06-17,1207.71,1215.66,1203.15,1210.67,695650837,17062.72,14.84,-18.44,-1.5,678766156.0,16846.02
2024-06-18,1211.11,1216.81,1206.43,1210.02,909133705,22872.51,14.79,-0.65,-0.05,689061415.0,17050.16
2024-06-19,1208.48,1220.71,1200.72,1210.98,874554664,23999.51,14.87,0.96,0.08,695511476.0,17313.95
2024-06-20,1201.89,1210.0,1193.98,1201.34,779045259,19209.3,14.94,-9.64,-0.8,699267116.0,17352.52
2024-06-21,1207.54,1218.69,1198.63,1210.43,747698906,19584.82,14.55,9.09,0.76,699781494.0,17401.59
2024-06-24,1205.61,1211.7,1202.93,1208.52,948632892,23424.53,15.05,-1.91,-0.16,717183150.0,17874.35
2024-06-25,1211.37,1219.68,1205.27,1213.45,731374562,18386.63,14.95,4.93,0.41,726026555.0,18031.9
2024-06-26,1212.78,1217.87,1210.49,1214.07,765299101,20738.98,15.03,0.62,0.05,732743227.0,18295.88
2024-06-27,1223.05,1233.48,1215.35,1222.74,772909906,17373.93,15.23,8.67,0.71,737152353.0,18281.28
2024-06-28,1213.25,1225.78,1207.75,1216.63,733573033,17019.0,15.05,-6.11,-0.5,734359880.0,18224.93
2024-07-01,1202.23,1214.58,1199.14,1206.91,851632985,21674.32,14.84,-9.72,-0.8,739981531.0,18353.3
2024-07-02,1202.1,1210.73,1196.08,1204.42,831548692,22505.09,14.6,-2.49,-0.21,756486544.0,18905.77
2024-07-03,1211.41,1215.16,1209.45,1212.19,834468994,20498.44,15.01,7.77,0.65,769650048.0,19294.21
2024-07-04,1199.01,1207.13,1192.15,1200.75,803837237,21343.12,14.88,-11.44,-0.94,778520413.0,19523.62
2024-07-05,1218.18,1221.94,1215.63,1219.08,1044536184,28211.18,15.02,18.33,1.53,793419058.0,20017.5
2024-07-08,1212.59,1221.48,1210.07,1214.58,690685459,18382.93,15.17,-4.5,-0.37,792272157.0,20137.72
2024-07-09,1202.27,1206.89,1199.87,1204.1,882911651,20788.84,14.6,-10.48,-0.86,806389812.0,20384.7
2024-07-10,1194.7,1200.13,1190.52,1196.05,825587895,21671.88,14.65,-8.05,-0.67,813579504.0,20591.95
2024-07-11,1216.86,1219.48,1208.67,1213.86,822521142,18182.12,14.88,17.81,1.49,813677867.0,20563.49
2024-07-12,1200.32,1213.8,1193.36,1204.46,863313034,23558.27,14.73,-9.4,-0.77,820445807.0,20824.41
2024-07-15,1215.2,1222.68,1205.4,1211.98,790133116,21068.58,15.04,7.52,0.62,825169921.0,21024.7
2024-07-16,1191.64,1207.39,1182.53,1194.4,958874050,26316.87,14.79,-17.58,-1.45,827656938.0,21196.92
2024-07-17,1200.04,1204.59,1196.07,1199.78,827898313,22013.94,14.47,5.38,0.45,825324121.0,21097.64
2024-07-18,1206.35,1210.36,1193.86,1202.82,923999740,21092.69,14.54,3.04,0.25,832571845.0,21191.81
2024-07-19,1199.25,1212.24,1192.31,1202.49,1068524382,27922.12,14.65,-0.33,-0.03,848613118.0,21608.67
2024-07-22,1201.74,1208.08,1187.59,1198.92,830788859,20116.09,14.9,-3.57,-0.3,842720917.0,21443.25
2024-07-23,1201.93,1217.27,1192.19,1204.78,822403983,18955.06,14.88,5.86,0.49,847272388.0,21471.67
2024-07-24,1195.58,1198.09,1189.75,1194.07,942833384,23498.24,14.47,-10.71,-0.89,856149102.0,21609.64
2024-07-25,1200.01,1204.33,1194.56,1199.05,821603429,18602.09,14.61,4.98,0.42,858583778.0,21671.04
2024-07-26,1203.8,1209.44,1193.77,1200.07,965310713,25595.6,14.69,1.02,0.09,870170662.0,22099.87
2024-07-29,1200.13,1210.06,1192.34,1201.88,962484936,21727.62,14.77,1.81,0.15,875713260.0,22102.54
2024-07-30,1207.07,1209.69,1197.31,1202.52,1049579846,23278.04,14.8,0.64,0.05,886614817.0,22141.19
2024-07-31,1189.59,1199.12,1185.43,1190.96,791644490,21501.65,14.59,-11.56,-0.96,884473592.0,22191.35
2024-08-01,1196.13,1200.47,1180.56,1187.98,781287665,17404.68,14.32,-2.98,-0.25,883346114.0,21994.42
2024-08-02,1203.4,1208.49,1200.82,1204.33,823114574,20723.53,14.83,16.35,1.38,872275033.0,21620.04
2024-08-05,1197.96,1205.42,1190.9,1198.15,835766048,22090.49,14.42,-6.18,-0.51,879529062.0,21805.42
2024-08-06,1191.27,1195.51,1187.36,1191.17,1039544691,24134.91,14.5,-6.98,-0.58,887360714.0,21972.72
2024-08-07,1203.43,1211.88,1197.03,1204.49,793148131,21517.36,14.68,13.32,1.12,885738726.0,21965.0
2024-08-08,1196.0,1200.88,1190.73,1195.41,942254952,22842.72,14.51,-9.08,-0.75,891725417.0,22198.03
2024-08-09,1201.2,1206.26,1195.33,1201.33,918455615,22315.87,14.71,5.92,0.5,894482546.0,22135.91
2024-08-12,1194.67,1198.66,1188.76,1194.22,929783823,23271.23,14.47,-7.11,-0.59,901465081.0,22246.04
2024-08-13,1206.82,1213.46,1198.13,1205.75,838387575,18932.73,14.65,11.53,0.97,895440757.0,21876.83
2024-08-14,1204.05,1208.9,1196.93,1203.5,935680574,21520.45,14.62,-2.25,-0.19,900829870.0,21852.16
2024-08-15,1192.0,1196.55,1188.25,1191.08,828345552,20512.61,14.56,-12.42,-1.03,896047161.0,21823.15
2024-08-16,1204.63,1209.49,1191.36,1198.02,1059494653,25658.48,14.84,6.94,0.58,895595675.0,21709.97
2024-08-19,1194.41,1204.54,1185.89,1195.7,1012010969,23079.31,14.67,-2.32,-0.19,904656780.0,21858.13
2024-08-20,1197.74,1209.18,1188.04,1199.69,1008491743,23579.98,14.62,3.99,0.33,913961168.0,22089.38
2024-08-21,1183.12,1194.53,1175.97,1185.36,804166992,17865.36,14.52,-14.33,-1.19,907027849.0,21807.74
2024-08-22,1195.9,1198.18,1187.85,1194.96,1069686599,25567.58,14.47,9.6,0.81,919432007.0,22156.01
2024-08-23,1195.23,1206.85,1186.1,1196.91,891773919,24476.37,14.74,1.95,0.16,915755167.0,22100.05
2024-08-26,1180.51,1183.44,1175.87,1179.73,982834530,22826.06,14.14,-17.18,-1.44,916772647.0,22154.97
2024-08-27,1181.02,1188.58,1177.84,1182.94,922095419,24126.68,14.18,3.21,0.27,910398426.0,22197.4
2024-08-28,1172.71,1184.15,1168.69,1177.57,854142540,19889.54,14.32,-5.37,-0.45,913523328.0,22116.8
2024-08-29,1185.84,1192.29,1183.32,1187.99,982428168,26619.43,14.4,10.42,0.88,923580353.0,22577.53
2024-08-30,1194.12,1197.82,1189.69,1193.73,912591200,23004.5,14.54,5.74,0.48,928054185.0,22691.58
2024-09-02,1196.99,1202.34,1195.44,1198.27,800744762,21905.1,14.86,4.54,0.38,926303120.0,22682.31
2024-09-03,1186.43,1195.48,1181.28,1189.57,917639039,22963.25,14.6,-8.7,-0.73,920207838.0,22623.73
2024-09-04,1199.68,1202.19,1194.25,1198.78,877899348,23260.1,14.53,9.21,0.77,924445399.0,22710.87
2024-09-05,1177.7,1187.46,1171.12,1180.64,986023598,21970.69,14.21,-18.14,-1.51,926633831.0,22667.27
2024-09-06,1178.13,1185.1,1172.72,1178.63,829964103,20870.26,14.31,-2.01,-0.17,922209255.0,22594.99
2024-09-09,1186.91,1199.29,1181.87,1188.48,861373791,20885.3,14.26,9.85,0.84,918788754.0,22475.69
2024-09-10,1190.48,1196.44,1185.89,1191.1,846952288,21621.23,14.6,2.62,0.22,919216989.0,22610.11
2024-09-11,1186.97,1195.23,1181.95,1188.61,881618057,20561.91,14.25,-2.49,-0.21,916513864.0,22562.19
2024-09-12,1180.65,1186.52,1167.31,1176.44,827205246,21555.92,14.2,-12.17,-1.02,916456848.0,22614.35
2024-09-13,1186.41,1194.97,1183.57,1188.37,960082324,24172.89,14.63,11.93,1.01,911486232.0,22540.07
2024-09-16,1181.75,1189.08,1171.96,1181.17,784847193,18692.36,14.05,-7.2,-0.61,900128043.0,22320.73
2024-09-17,1198.82,1202.38,1187.52,1193.13,977704853,24500.35,14.62,11.96,1.01,898588698.0,22366.74
2024-09-18,1184.18,1197.0,1180.48,1191.46,822916274,21568.22,14.41,-1.67,-0.14,899526163.0,22551.89
2024-09-19,1183.03,1190.27,1180.28,1183.79,858327800,22076.76,14.52,-7.67,-0.64,888958223.0,22377.35
2024-09-20,1187.07,1194.64,1178.0,1186.55,757360472,19863.44,14.35,2.76,0.23,882237550.0,22146.7
2024-09-23,1185.07,1189.09,1179.63,1183.5,820391496,18319.09,14.48,-3.05,-0.26,874115399.0,21921.35
2024-09-24,1186.66,1194.27,1184.43,1189.74,812309490,20008.73,14.67,6.24,0.53,868626102.0,21715.45
2024-09-25,1190.3,1204.74,1186.5,1196.13,860072274,19053.34,14.55,6.39,0.54,868922589.0,21673.64
2024-09-26,1181.43,1192.12,1176.75,1184.8,950242505,25950.33,14.21,-11.33,-0.95,867313306.0,21640.19
2024-09-27,1194.85,1198.78,1190.27,1194.09,802392697,18049.28,14.56,9.29,0.78,861803380.0,21392.43
2024-09-30,1185.65,1194.87,1178.28,1188.25,894009411,21110.64,14.35,-5.84,-0.49,866466613.0,21352.7
2024-10-01,1189.56,1195.15,1177.92,1187.08,947628255,25777.94,14.61,-1.17,-0.1,867966074.0,21493.44
2024-10-02,1189.77,1194.94,1187.21,1191.63,942218507,23804.24,14.73,4.55,0.38,871182032.0,21520.65
2024-10-03,1187.73,1190.48,1183.61,1186.52,683801827,15549.77,14.53,-5.11,-0.43,856070943.0,21199.6
2024-10-04,1190.68,1194.83,1184.71,1189.9,818169030,21279.89,14.36,3.38,0.28,855481190.0,21220.08
2024-10-07,1188.44,1192.79,1181.13,1186.56,725547343,16013.51,14.32,-3.34,-0.28,848689867.0,20976.49
2024-10-08,1206.53,1215.12,1196.47,1206.09,754249385,18870.41,14.77,19.53,1.65,844054722.0,20838.95
2024-10-09,1193.74,1201.56,1189.64,1195.1,794310900,17897.05,14.48,-10.99,-0.91,839689364.0,20705.71
2024-10-10,1192.45,1197.51,1186.98,1191.3,912780902,21722.52,14.56,-3.8,-0.32,843968147.0,20714.04
